_id,_importdate,收容所編號,名稱,縣市,郵遞區號,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,lat,lon
247,2025-06-16 17:45:57.295935,SA112-0001,臺北市立新民國民中學,臺北市,112,北投區,林泉里,新民路10號,學校,N,Y,老舊聚落,N,Y,Y,Y,N,中心里、中和里、中庸里、秀山里、林泉里、泉源里、開明里、智仁里、大屯里、湖山里、湖田里、文化里、中央里,205,1727.18,徐為紘,02-28979001#500,陳怡雲,02-28979001#100,,25.1411073,121.5124161
248,2025-06-16 17:45:57.297367,SA112-0002,臺北市北投區逸仙國民小學,臺北市,112,北投區,中心里,新民路2號,學校,N,Y,老舊聚落,N,Y,Y,Y,N,中心里、林泉里、長安里、溫泉里、秀山里、中和里、稻香里、大屯里,166,665,黃介宏,02-28914537#130,林千瑜,02-28914537#888,,25.1398657,121.5111858
249,2025-06-16 17:45:57.298863,SA112-0003,臺北市立桃源國民中學,臺北市,112,北投區,一德里,中央北路四段48號,學校,Y,備用,N,N,Y,Y,Y,N,一德里、桃源里、稻香里、豐年里、文化里,55,220,蔡溪圳,02-28929633#241,陳昭薇,02-28929633#201,,25.1346755,121.4773444
250,2025-06-16 17:45:57.300410,SA112-0004,臺北市北投區北投國民小學,臺北市,112,北投區,長安里,中央北路一段73號,學校,Y,備用,N,N,Y,Y,Y,N,中央里、大同里、長安里、溫泉里、清江里、林泉里,195,1300,謝運鵬,02-28912052#131,賴俊賢,02-28912052#161,,25.1341681,121.5002807
251,2025-06-16 17:45:57.301943,SA112-0005,復興公園,臺北市,112,北投區,中心里,中和街200號,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,3624,"14,495",黃子銘股長,02-28832130,陳彥材主任,02-28832130,,25.1389914,121.5023863
253,2025-06-16 17:45:57.305128,SA112-0007,臺北市北投運動中心,臺北市,112,北投區,吉利里,石牌路一段39巷100號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,吉利里、吉慶里、尊賢里,384,5057,楊子興,2820-2880#11,顏凡涵,02-2570-2330#6428,,25.1162832,121.5096667
254,2025-06-16 17:45:57.306689,SA112-0008,臺北市北投區大屯國民小學,臺北市,112,北投區,大屯里,復興三路312號,學校,N,備用,N,N,Y,N,Y,N,大屯里,30,103,曾俊明,02-28914353#13,林世浩,02-28914353#10,,25.154702,121.5042342
255,2025-06-16 17:45:57.308208,SA112-0009,臺北市立中正高級中學,臺北市,112,北投區,建民里,文林北路77號,學校,Y,備用,N,N,Y,Y,Y,N,建民里,109,1444,莊孟蓉,02-28234811#500,江惠真,02-28234811#100,,25.104444,121.5165799
256,2025-06-16 17:45:57.309686,SA112-0010,臺北市北投區文化國民小學,臺北市,112,北投區,文化里,文化三路1號,學校,Y,備用,N,N,Y,Y,Y,N,文化里、智仁里、中庸里、豐年里、秀山里、中和里,50,189,黃士嘉,02-28933828#6131,林瓊珠,02-28933828#6101,,25.1370809,121.4967078
257,2025-06-16 17:45:57.311125,SA112-0011,臺北市北投區文林國民小學,臺北市,112,北投區,建民里,文林北路155號,學校,Y,備用,N,N,Y,Y,Y,N,建民里、石牌里、文林里、洲美里,300,1100,謝曉青,02-28234212#400,李孟柔,02-28234212#100,,25.1058764,121.5147504
258,2025-06-16 17:45:57.312780,SA112-0012,臺北市立北投國民中學,臺北市,112,北投區,溫泉里,溫泉路62號,學校,N,備用,N,N,Y,Y,Y,N,清江里、溫泉里、長安里、大同里、奇岩里、中央里、八仙里、豐年里,380,1351.82,方素娥,02-28912091#400,陳澤民,02-28912091#100,,25.1344628,121.5042626
259,2025-06-16 17:45:57.314323,SA112-0013,臺北市北投區石牌國民小學,臺北市,112,北投區,吉利里,致遠二路80號,學校,Y,備用,N,N,Y,Y,Y,N,吉利里、吉慶里、永明里、榮光里、福興里、振華里、東華里、立農里、立賢里、裕民里、尊賢里,180,930,郭士豪,02-28227484#331,詹益正,02-28227484#188,,25.1156368,121.5117584
260,2025-06-16 17:45:57.315628,SA112-0014,臺北市立石牌國民中學,臺北市,112,北投區,吉利里,石牌路一段139號,學校,Y,備用,N,N,Y,Y,Y,N,東華里、永明里、吉利里、吉慶里、立農里、立賢里、尊賢里、八仙里、振華里、榮光里、永和里、福興里、永欣里,400,1352,余智誠,02-28224682#250,黃桐良,02-28224682#211,,25.1148636,121.5142227
261,2025-06-16 17:45:57.316888,SA112-0015,臺北市北投區立農國民小學,臺北市,112,北投區,立農里,立農街一段250號,學校,Y,備用,N,N,Y,Y,Y,N,立賢里、立農里、八仙里、東華里、尊賢里,31,150,歐鎮羽,02-28210702#300,李秋田,02-28210702#700,,25.1194171,121.5053214
262,2025-06-16 17:45:57.318351,SA112-0016,臺北市北投區明德國民小學,臺北市,112,北投區,榮華里,明德路190號,學校,N,備用,N,N,Y,Y,Y,N,榮華里、裕民里、振華里,767,760,王志豪,02-28229651#1300,塗振洋,02-28229651#1000,,25.1120891,121.521813
263,2025-06-16 17:45:57.319784,SA112-0017,臺北市立明德國民中學,臺北市,112,北投區,建民里,明德路50號,學校,Y,備用,N,N,Y,Y,Y,N,石牌里、文林里、榮華里、建民里、裕民里、振華里、榮光里、永和里、福興里、永欣里,88,877.9,梁曉芬,02-28232539#601,楊啓明,02-28232539#101,,25.1075069,121.5183307
264,2025-06-16 17:45:57.321510,SA112-0018,臺北市泉源實驗國民小學,臺北市,112,北投區,泉源里,東昇路34號,學校,N,備用,N,N,Y,Y,Y,N,泉源里,33,132,彭彥勳,02-28951258#141,游鴻池,02-28951258#111,,25.1492268,121.5243243
265,2025-06-16 17:45:57.323051,SA112-0019,臺北市北投區桃源國民小學,臺北市,112,北投區,桃源里,中央北路三段40巷45號,學校,Y,備用,N,N,Y,Y,Y,N,桃源里、稻香里,30,101.25,柯秋溢,02-28941208#131,張鍾榮,02-28941208#101,,25.1396504,121.4844688
266,2025-06-16 17:45:57.324665,SA112-0020,台北市北投區清江國民小學,臺北市,112,北投區,奇岩里,公館路220號,學校,Y,備用,N,N,Y,Y,Y,N,奇岩里、八仙里、清江里,350,1443.18,李泰霖,02-28912764#300,林勝聰,02-28912764#111,,25.1268929,121.5076191
267,2025-06-16 17:45:57.326320,SA112-0021,臺北市立復興高級中學,臺北市,112,北投區,開明里,復興四路70號,學校,Y,備用,N,N,Y,Y,Y,N,大屯里、開明里,348,1108.89,孫俊彥,02-28914131#400,蔡明勳,02-28914131#100,,25.1436954,121.501835
268,2025-06-16 17:45:57.327803,SA112-0022,臺北市北投區湖山國民小學,臺北市,112,北投區,湖山里,湖底路11號,學校,N,備用,N,N,Y,Y,Y,N,湖山里、湖田里,30,109.38,高美莉,02-28610148#130,蔡雅芬,02-28610148#170,,25.1500048,121.5354813
270,2025-06-16 17:45:57.330930,SA112-0024,臺北市北投區義方國民小學,臺北市,112,北投區,泉源里,珠海路155號,學校,N,備用,N,N,Y,Y,Y,N,開明里、中庸里、大屯里、泉源里、中心里、林泉里,120,850,張家金,02-28917433#131,徐昀霖,02-28917433#101,,25.1420278,121.5093041
271,2025-06-16 17:45:57.332411,SA112-0025,臺北市北投區關渡國民小學,臺北市,112,北投區,一德里,中央北路四段581號,學校,Y,備用,N,N,Y,Y,Y,N,一德里、關渡里,110,144.7,莊淑芬,02-28912847#831,翁世盟,02-28912847#888,,25.1268338,121.466844
272,2025-06-16 17:45:57.333984,SA112-0026,臺北市立關渡國民中學,臺北市,112,北投區,關渡里,知行路212號,學校,Y,備用,N,N,Y,Y,Y,N,關渡里、八仙里、一德里,120,479.5,蕭宇廷,02-28581770#500,楊秀文,02-28581770#100,,25.1199093,121.4673555
273,2025-06-16 17:45:57.335517,SA112-0027,國防大學政治作戰學院,臺北市,112,北投區,文化里,中央北路二段70號,營區,Y,備用,N,N,N,N,Y,N,"文化里、豐年里
(僅寒暑假可安置)",584,3483,黃冠倫上尉,02-28925125,黃冠倫上尉,02-28925125,,25.1380956,121.4929093
282,2025-06-16 17:45:57.348900,SA112-0036,臺北市立圖書館北投分館,臺北市,112,北投區,溫泉里,臺北市北投區光明路251號,圖書館,N,N,N,N,Y,Y,Y,N,全區,222,888,分館主任：劉南亭,02-28977682,分館主任：劉南亭,02-28977682,,25.1363458,121.5063009
287,2025-06-16 17:45:57.356104,SA114-0001,臺北市內湖區麗山國民小學,臺北市,114,內湖區,麗山里,港華街100號,學校,Y,備用,Y,N,Y,Y,Y,N,港華里、港都里、麗山里、西康里,184,608,李宜勳,02-26574158#511,王仁宏,02-26574158#211,,25.0834957,121.57244
288,2025-06-16 17:45:57.357643,SA114-0002,臺北市內湖區碧湖國民小學,臺北市,114,內湖區,內湖里,金龍路100號,學校,N,備用,Y,N,Y,Y,Y,N,金龍里、金瑞里、碧山里、內湖里、湖濱里、西康里,134,540,陳鴻義,02-27907161#151,張秀潔,02-27907161#181,,25.084997,121.5926663
289,2025-06-16 17:45:57.359120,SA114-0003,臺北市內湖區麗湖國民小學,臺北市,114,內湖區,金湖里,金湖路363巷8號,學校,N,備用,N,N,Y,Y,Y,N,金湖里、寶湖里、葫洲里,257,1029,林雅真,02-26343888#130,蔡素惠,02-26343888#100,,25.073124,121.6013187
290,2025-06-16 17:45:57.360542,SA114-0004,臺北市內湖區大湖國民小學,臺北市,114,內湖區,大湖里,大湖山莊街170號,學校,N,Y,N,N,Y,Y,Y,N,大湖里、秀湖里、清白里、內溝里,166,664,吳玉明,02-27915870#510,朱雅菁,02-27915870#100,,25.0881416,121.6003742
291,2025-06-16 17:45:57.361953,SA114-0005,臺北市內湖區康寧國民小學,臺北市,114,內湖區,清白里,星雲街121號,學校,N,Y,N,N,Y,Y,Y,N,紫雲里、紫星里、清白里、紫陽里、西康里,157,628,賴振弘,02-27901237#141,黃志成,02-27901237#118,,25.080025,121.5949529
294,2025-06-16 17:45:57.365937,SA114-0008,臺北市內湖運動中心,臺北市,114,內湖區,港墘里,洲子街12號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,西康里、西安里、西湖里、港華里、港都里、港墘里、港富里,219,2194.11,湯淑文,02-2656-2869#221,王家慶,02-2570-2330#6428,,25.0782122,121.5750507
295,2025-06-16 17:45:57.367186,SA114-0009,臺北市立內湖高級中學,臺北市,114,內湖區,紫陽里,文德路218號,學校,N,備用,N,N,Y,Y,Y,N,紫陽里、瑞光里、瑞陽里,110,1036,戈伯元,02-27977035#309,董家莒,02-27977035#666,,25.0783841,121.5865194
296,2025-06-16 17:45:57.368439,SA114-0010,臺北市內湖區內湖國民小學,臺北市,114,內湖區,港富里,內湖路二段41號,學校,N,備用,N,N,Y,N,Y,N,港墘里、港富里、瑞陽里、瑞光里、紫陽里、湖濱里,150,1275,許璋銜,02-27998085#1311,朱怡珊,02-27998085#1001,,25.0791197,121.5802518
297,2025-06-16 17:45:57.369776,SA114-0011,臺北市立內湖高級工業職業學校,臺北市,114,內湖區,港墘里,內湖路一段520號,學校,Y,備用,N,N,Y,Y,Y,N,港墘里、港都里、麗山里,245,918,陳銘智,02-26574874#121,林俊岳,02-26574874#301,,25.0797281,121.575456
298,2025-06-16 17:45:57.370915,SA114-0012,臺北市立明湖國民中學,臺北市,114,內湖區,葫洲里,康寧路三段60號,學校,N,備用,N,N,Y,Y,Y,N,五分里、安湖里、葫洲里、金湖里、康寧里、明湖里、蘆洲里、南湖里,251,1509.6,邱琬珍,02-26320616#500,林正洲,02-26320616#100,,25.0706933,121.6107344
299,2025-06-16 17:45:57.372059,SA114-0013,臺北市立三民國民中學,臺北市,114,內湖區,湖興里,民權東路六段45號,學校,N,備用,N,N,Y,Y,Y,N,行善里、週美里、石潭里、湖興里、湖元里、寶湖里、葫洲里、金湖里、康寧里、明湖里、蘆洲里、瑞光里,300,1234,涂淑雯,02-27924772#400,洪偉盛,02-27924772#100,,25.0691486,121.5862652
300,2025-06-16 17:45:57.373392,SA114-0014,臺北市立東湖國民中學,臺北市,114,內湖區,樂康里,康樂街131號,學校,N,備用,N,N,Y,Y,Y,N,樂康里、東湖里、內溝里、安泰里、五分里,138,1376,侯玉芳,02-26330373#651,林凱瓊,02-26330373#601,,25.0723176,121.6195442
301,2025-06-16 17:45:57.374619,SA114-0015,臺北市內湖區東湖國民小學,臺北市,114,內湖區,東湖里,東湖路115號,學校,N,備用,N,N,Y,Y,Y,N,樂康里、安泰里、東湖里、五分里、安湖里、內溝里,155,840,張恆嘉,02-26339984#832,許進富,02-26339984#800,,25.0685897,121.6158224
302,2025-06-16 17:45:57.375892,SA114-0016,臺北市內湖區文湖國民小學,臺北市,114,內湖區,西康里,文湖街15號,學校,N,備用,N,N,Y,Y,Y,N,西康里、西安里、北安里,54,1917.95,徐婉倩,02-26583515#6300,陳熔釧,02-26583515#6000,,25.0858619,121.5601396
303,2025-06-16 17:45:57.377104,SA114-0017,臺北市內湖區西湖國民小學,臺北市,114,內湖區,西湖里,環山路一段25號,學校,Y,備用,N,N,Y,Y,Y,N,西湖里、西康里、西安里、麗山里,76,850,葉世杰,02-27971267#151,李三煌,02-27971267#101,,25.0838295,121.5656876
304,2025-06-16 17:45:57.378373,SA114-0018,臺北市西湖實驗國民中學,臺北市,114,內湖區,西湖里,環山路一段27號,學校,Y,備用,N,N,Y,Y,Y,N,西湖里、西安里、西康里、港華里、麗山里、港墘里,106,1355,李坦營,02-27991817#310,高毓璇,02-27991817#101,,25.0858665,121.5656822
305,2025-06-16 17:45:57.379825,SA114-0019,臺北市立內湖國民中學,臺北市,114,內湖區,紫陽里,陽光街1號,學校,N,備用,N,N,Y,Y,Y,N,清白里、紫星里、紫雲里、紫陽里、內湖里、大湖里、碧山里、金龍里、內溝里、秀湖里、瑞陽里、瑞光里、湖濱里、寶湖里,267,2216.2,彭昌隆,02-27900843#230,林志忠,02-27900843#200,,25.0769756,121.5887201
306,2025-06-16 17:45:57.380976,SA114-0020,臺北市內湖區明湖國民小學,臺北市,114,內湖區,明湖里,康寧路三段105號,學校,Y,備用,N,N,Y,Y,Y,N,安湖里、明湖里、康寧里、葫洲里、南湖里,137,1100,吳立明,02-26323477#41,虞志長,02-26323477#71,,25.0711479,121.6106112
307,2025-06-16 17:45:57.382187,SA114-0021,臺北市內湖區南湖高級中學,臺北市,114,內湖區,南湖里,康寧路三段220號,學校,Y,備用,N,N,Y,Y,Y,N,五分里、南湖里、葫洲里、安湖里、康寧里,150,600,劉乃元,02-26308889#111,吉佛慈,02-26308889#401,,25.0669129,121.6111055
308,2025-06-16 17:45:57.383439,SA114-0022,臺北市內湖區南湖國民小學,臺北市,114,內湖區,南湖里,康寧路三段200號,學校,N,備用,N,N,Y,Y,Y,N,五分里、蘆洲里、南湖里、五分里,400,1600,黃怡螢,02-26321296#51,汪明芳,02-26321296#11,,25.0681363,121.6118839
309,2025-06-16 17:45:57.384714,SA114-0023,臺北市內湖區新湖國民小學,臺北市,114,內湖區,湖興里,民權東路六段138號,學校,Y,備用,N,N,Y,Y,Y,N,湖興里、湖元里、石潭里、寶湖里、石潭里、紫陽里,40,192,王筱雯,02-27963721#120,郭添財,02-27963721#310,,25.0688089,121.5887165
310,2025-06-16 17:45:57.386070,SA114-0024,臺北市內湖區潭美國民小學,臺北市,114,內湖區,週美里,行善路179號,學校,Y,備用,N,N,Y,Y,Y,N,行善里、週美里、蘆洲里、石潭里、湖元里,81,1000,王志浩,02-27917334#231,方芳蘭,02-27917334#281,,25.0591988,121.581174
311,2025-06-16 17:45:57.387602,SA114-0025,臺北市立麗山高級中學,臺北市,114,內湖區,港華里,環山路二段100號,學校,Y,備用,N,N,Y,Y,Y,N,港華里、湖濱里、港富里、港墘里、麗山里、西湖里,60,481,高子倫,02-26570435#404,陳汶靖,02-26570435#100,,25.0840983,121.5778984
312,2025-06-16 17:45:57.389004,SA114-0026,臺北市立麗山國民中學,臺北市,114,內湖區,港都里,內湖路一段629巷42號,學校,Y,備用,N,N,Y,Y,Y,N,港墘里、金瑞里、港富里、港都里、湖濱里、碧山里、瑞光里、麗山里、港華里,82,826.45,邱淑敏,02-27991867#401,王福從,02-27991867#101,,25.0817284,121.5751531
314,2025-06-16 17:45:57.391889,SA114-0028,臺北市市場處臺北市花卉批發市場,臺北市,114,內湖區,湖元里,臺北市內湖區新湖三路28號,市場/停車場,N,N,N,N,Y,Y,N,Y,全區,756,8429.75,市場處批發科廖華恩,02-2550-5220#2215,花卉公司 饒煥美,02-2790-9729#100,,25.0629317,121.5741501
315,2025-06-16 17:45:57.393338,SA114-0029,臺北市市場處西湖市場停車場,臺北市,114,內湖區,西湖里,臺北市內湖區內湖路1段285號,市場/停車場,Y,N,N,N,Y,Y,Y,N,全區,3962,15849,市場處市場科黃聖琳,02-25505220#2119,市場處市場科黃聖琳,02-25505220#2119,,25.0824407,121.5666075
317,2025-06-16 17:45:57.396235,SA114-0031,港華區民活動中心,臺北市,114,內湖區,港華里,臺北市內湖區環山路二段68巷14號,活動中心,N,N,N,N,Y,Y,Y,N,港華里,36,112.4,楊易兼,02-27925828#251,楊易兼,02-27925828#251,,25.0866722,121.5750942
318,2025-06-16 17:45:57.397561,SA114-0032,港墘區民活動中心,臺北市,114,內湖區,港墘里,臺北市內湖區內湖路一段552號,活動中心,N,N,N,N,Y,Y,Y,N,港墘里,91,135.5,蔡昀竹,02-27925828#261,蔡昀竹,02-27925828#261,,25.0787153,121.5769879
322,2025-06-16 17:45:57.403384,SA114-0036,臺北市立圖書館西湖分館,臺北市,114,內湖區,港墘里,臺北市內湖區內湖路一段594號,圖書館,N,N,N,N,Y,Y,Y,N,全區,230,920,分館主任：方貝嘉,02-27973183,分館主任：方貝嘉,02-27973183,,25.0787902,121.5772588
325,2025-06-16 17:45:57.407967,SA115-0001,臺北市南港區舊莊國民小學,臺北市,115,南港區,舊莊里,舊莊街一段100號,學校,N,備用,老舊聚落,N,Y,Y,Y,N,舊莊里、中研里、九如里、中南里,92,550,黃信元,02-27821418#130,林淑菁,02-27821418#100,,25.0402604,121.6196022
326,2025-06-16 17:45:57.409407,SA115-0002,臺北市立育成高級中學,臺北市,115,南港區,南港里,重陽路366號,學校,N,備用,N,N,N,Y,Y,N,南港里、東新里、東明里、重陽里、新光里、西新里、中南里、舊莊里,318,1380,廖婉綺,02-26530475#551,曾文龍,02-26530475#501,,25.0586704,121.6091658
327,2025-06-16 17:45:57.411008,SA115-0003,臺北市立南港高級中學,臺北市,115,南港區,西新里,向陽路21號,學校,N,備用,N,N,Y,Y,Y,N,南港里、玉成里、合成里、西新里、東新里、東明里、新光里、重陽里、百福里、舊莊里,324,3918,李嘉苓,02-27837863#241,廖純英,02-27837863#211,,25.0524315,121.5952372
328,2025-06-16 17:45:57.412492,SA115-0004,臺北市南港區成德國民小學,臺北市,115,南港區,聯成里,東新街65號,學校,N,Y,N,N,Y,Y,Y,N,萬福里、聯成里、合成里、百福里,225,901,錢熙瑤,02-27851376#151,連世傑,02-27851376#111,,25.0468716,121.5868663
329,2025-06-16 17:45:57.413978,SA115-0005,臺北市立成德國民中學,臺北市,115,南港區,成福里,東新街108巷23號,學校,N,備用,N,N,Y,Y,Y,N,聯成里、合成里、成福里、萬福里、鴻福里、新光里、百福里,92,368,劉兆遠,02-26515636#401,余志呈,02-26515636#101,,25.0445244,121.5872864
331,2025-06-16 17:45:57.417095,SA115-0007,臺北市南港運動中心,臺北市,115,南港區,合成里,玉成街69號,體育場館/運動中心,N,備用,N,N,Y,N,Y,N,合成里、玉成里、萬福里,240,1288,丁怡楓,02-2653-2279#231,葉詩郁,02-2570-2330#6427,,25.0488006,121.5817877
332,2025-06-16 17:45:57.418557,SA115-0008,臺北市極限運動訓練中心,臺北市,115,南港區,中南里,忠孝東路七段382號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,中南里、新富里、新光里、南港里,50,599.77,羅威士,02-2579-1710,葉詩郁,02-2570-2330#6427,,25.0518843,121.6073281
333,2025-06-16 17:45:57.420087,SA115-0009,臺北市南港區玉成國民小學,臺北市,115,南港區,西新里,向陽路31號,學校,N,備用,N,N,Y,N,Y,N,西新里、東新里、玉成里、新光里、東明里、合成里、重陽里,30,150,邱騫慧,02-27836049#150,楊火順,02-27836049#110,,25.0535863,121.5947707
334,2025-06-16 17:45:57.421664,SA115-0010,臺北市南港區東新國民小學,臺北市,115,南港區,東新里,興南街62號,學校,N,備用,N,N,Y,Y,Y,N,南港里、東新里、東明里、重陽里、重陽里,45,180,曾永在,02-27837577#1400,李家旭,02-26512663,,25.0561933,121.6020617
335,2025-06-16 17:45:57.423236,SA115-0011,臺北市立南港高級工業職業學校,臺北市,115,南港區,南港里,興中路29號,學校,Y,備用,N,N,Y,Y,Y,N,南港里、東新里、東明里,160,1597,林佩嫻,02-27825432#1506,劉美慧,02-27825432#1001,,25.0563356,121.6072108
336,2025-06-16 17:45:57.424711,SA115-0012,臺北市南港區南港國民小學,臺北市,115,南港區,三重里,惠民街67號,學校,Y,備用,N,N,Y,Y,Y,N,南港里、中南里、三重里、新富里、中研里、九如里,50,726.3025,卓燈賢,02-27834678#2301,張嘉芬,02-27834678#2801,,25.057264,121.6102463
337,2025-06-16 17:45:57.426043,SA115-0013,臺北市南港區胡適國民小學,臺北市,115,南港區,中研里,舊莊街一段1號,學校,Y,備用,N,N,Y,Y,Y,N,中研里、九如里,225,2254.88,徐鵬谷,02-27824949#930,楊智堅,02-27824949#980,,25.0372556,121.6232976
338,2025-06-16 17:45:57.427480,SA115-0014,臺北市誠正國民中學,臺北市,115,南港區,新富里,富康街1巷24號,學校,N,備用,N,N,Y,Y,Y,N,三重里、中南里、中研里、新富里、舊庄里、九如里,143,300,曾煥玲,02-27828094#1500,王儷芬,02-27828094#1111,,25.0540645,121.6187637
339,2025-06-16 17:45:57.428908,SA115-0015,臺北市南港區修德國民小學,臺北市,115,南港區,成福里,東新街118巷86號,學校,N,Y,N,N,Y,Y,Y,N,鴻福里、成福里、仁福里、新光里、百福里,95,3123.7084,謝家益,02-27880500#151,王玉,02-27880500#111,,25.0455608,121.5896685
340,2025-06-16 17:45:57.430275,SA115-0016,玉成公園,臺北市,115,南港區,鴻福里,中坡南路55號,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,3523,40587,高奕翔,02-27884255,高奕翔,02-27884255,,25.0418409,121.5857693
341,2025-06-16 17:45:57.431805,SA115-0017,"臺北市市場處中研市場地下停車場
",臺北市,115,南港區,中研里,臺北市南港區研究院路二段70巷12號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,100,400,市場處市場科林淑美,02-25505220#2144,市場處市場科林淑美,02-25505220#2144,,25.0455052,121.6145724
342,2025-06-16 17:45:57.433572,SA115-0018,南港展覽館站,臺北市,115,南港區,新富里,臺北市南港區研究院路1段1號,捷運站體,N,N,N,N,Y,Y,Y,N,全區,1091,4364,臺北捷運公司值班站長,25505600#6182,臺北捷運公司值班站長,25505600#6182,,25.0548443,121.6168277
343,2025-06-16 17:45:57.435139,SA115-0019,南港轉運站西站,臺北市,115,南港區,中南里,臺北市南港區忠孝東路7段359號,捷運站體,Y,N,N,N,Y,Y,Y,N,全區,748,2995,朱哲輝,02-27837415,朱哲輝,953361856,,25.0524988,121.6060961
344,2025-06-16 17:45:57.436620,SA115-0020,臺北市立圖書館南港分館,臺北市,115,南港區,南港里,臺北市南港區南港路一段350號,圖書館,N,N,N,N,Y,Y,Y,N,全區,391,1565.25,分館主任：陳式暘,02-27825232,分館主任：陳式暘,02-27825232,,25.0548465,121.6083012
346,2025-06-16 17:45:57.439719,SA115-0022,臺北流行音樂中心,臺北市,115,南港區,東明里,臺北市南港區市民大道八段99號,藝術中心,N,N,N,N,Y,Y,Y,N,"東明里
新光里",1278,18483.35,"蔡文斌經理
",02-27886620#8411,"蔡文斌經理
",02-27886620#8411,,25.0526109,121.5985206
347,2025-06-16 17:45:57.441112,SA116-0001,臺北市立景興國民中學,臺北市,116,文山區,景華里,景興路46巷2號,學校,N,Y,N,N,Y,Y,Y,N,萬祥里、萬有里、萬隆里、萬和里、興福里、景華里、景東里、興豐里、興安里、博嘉里,169,676,蔡佩穎,02-29323794#130,蔡來淑,02-29323794#100,,24.9962253,121.5439412
348,2025-06-16 17:45:57.442754,SA116-0002,臺北市文山區萬興國民小學,臺北市,116,文山區,萬興里,秀明路二段114號,學校,N,備用,N,N,Y,Y,Y,N,萬興里、政大里、里、博嘉里,152,608,張寶元,02-29381721#130,蕭建嘉,02-29381721#190,,24.9904394,121.5766118
349,2025-06-16 17:45:57.444290,SA116-0003,臺北市文山區景興國民小學,臺北市,116,文山區,興安里,景華街150巷21號,學校,N,Y,N,N,Y,Y,Y,N,興福里、景東里、景華里、興安里、博嘉里,158,693,謝佳燕,02-29329439#730,陳素蘭,02-29329439#700,,24.9960885,121.5481885
352,2025-06-16 17:45:57.448743,SA116-0006,臺北市文山運動中心,臺北市,116,文山區,興得里,興隆路三段222號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,全區,189,1892.98,呂佳鴻,02-2230-8268#231,王家慶,02-2570-2330#6428,,24.9969497,121.5596907
353,2025-06-16 17:45:57.450245,SA116-0007,臺北市文山區力行國民小學,臺北市,116,文山區,樟腳里,木新路三段155巷7號,學校,N,備用,N,N,Y,Y,Y,N,樟腳里、老泉里、樟新里、順興里、木新里、樟樹里,60,316.8,鄭博文,02-29363995轉821,徐家莆,02-29363995#859,,24.9809229,121.5610192
354,2025-06-16 17:45:57.451895,SA116-0008,臺北市立木柵高級工業職業學校,臺北市,116,文山區,博嘉里,木柵路四段77號,學校,Y,備用,N,N,Y,Y,Y,N,博嘉里、萬美里、萬芳里,169,1633.85,許佑任,02-22300506#601,陳美保,02-22300506#101,,24.9958795,121.5719005
355,2025-06-16 17:45:57.453319,SA116-0009,臺北市文山區木柵國民小學,臺北市,116,文山區,木柵里,木柵路三段191號,學校,N,備用,N,N,Y,Y,Y,N,木柵里、木新里、順興里、樟腳里、忠順里、博嘉里、萬芳里、萬美里、明義里,155,1552,游雅婷,02-29391234#630,彭惠儀,02-29391234#666,,24.9902843,121.570273
356,2025-06-16 17:45:57.454723,SA116-0010,臺北市立木柵國民中學,臺北市,116,文山區,木柵里,木柵路三段102巷12號,學校,Y,備用,N,N,Y,Y,Y,N,木柵里、木新里、順興里、樟腳里、忠順里、博嘉里、萬芳里、萬美里、明義里,56,222,王國浩,02-29393031#600,柯淑惠,02-29393031#100,,24.9874658,121.5677263
357,2025-06-16 17:45:57.456124,SA116-0011,臺北市立北政國民中學,臺北市,116,文山區,指南里,指南路三段2巷14號,學校,N,備用,N,N,Y,Y,Y,N,指南里、萬興里、政大里,30,202,陳靖婷,02-29393651#51,洪素眞,02-29393651#11,,24.9848711,121.5782842
358,2025-06-16 17:45:57.457519,SA116-0012,臺北市文山區永建國民小學,臺北市,116,文山區,華興里,"試院路2號
木柵路一段311巷1號",學校,Y,備用,N,N,Y,Y,Y,N,試院里、華興里,175,1360,吳淑娟,02-29377199#131,林裕勝,02-29377199#100,,24.9892406,121.5559154
359,2025-06-16 17:45:57.458897,SA116-0013,臺北巿文山區志清國民小學,臺北市,116,文山區,景仁里,景福街21巷5號,學校,N,備用,N,N,Y,Y,Y,N,景華里、景仁里、萬隆里、萬有里,66,268,蔡瓊華,02-29323875#541,張瑞庭,02-29323875#510,,24.9986768,121.5387909
360,2025-06-16 17:45:57.460133,SA116-0014,臺北巿文山區辛亥國民小學,臺北市,116,文山區,興昌里,辛亥路四段103號,學校,Y,備用,N,N,Y,Y,Y,N,興昌里、興光里、興泰里、萬美里,144,576,劉正湖,02-29357282#141,温博安,02-29339668,,25.0062921,121.5585524
